SLSO 95:10 Karolinska,Akademiska Hus Aktiebolag,2018-10-24,
Individ- och familjeomsorgssystem,Olofströms kommun,2018-10-26,
Reinvestering i mätinstrument,Trollhättans kommun,2018-10-26,
Njurstensbehandling (ESWL),Blekinge Läns Landsting,2018-10-24,
Upphandling av infrastruktur Östra Tyresö och Tyresövägen i strategisk partnering för Tyresö kommun,Tyresö kommun,2018-10-24,
"Support, underhåll och vidareutveckling för Teis",Örebro kommun,2018-10-22,
Purchase of a Seaglider-AUV,Göteborgs universitet,2018-10-18,
Supplies for Covaris shearing instrument,Kungliga Tekniska högskolan,2018-10-18,
"Direct procurement of ReAgent 007, a transient transfection reagent for a high-throughput midscale protein production in Chinese Hamster Ovary (CHO) cells",Kungliga Tekniska högskolan,2018-10-17,
Valfrihetssystem inom hemtjänsten i Sjöbo kommun,Sjöbo kommun,2018-10-22,Ansökan kan lämnas löpande
Förlängning av entreprenadavtal om sotning,Storstockholms brandförsvar,2018-10-18,
Service contract for Covaris instruments,Kungliga Tekniska högskolan,2018-10-17,
Purchase of Transfectory media and feed4 for a high-throughput midscale protein production in Chinese Hamster Ovary (CHO) cells,Kungliga Tekniska högskolan,2018-10-17,
License for the QMCF Technology,Kungliga Tekniska högskolan,2018-10-17,
Jetventilator,Karolinska Universitetssjukhuset,2018-10-15,
Ultraljudsaspirator,Region Uppsala,2018-10-12,
Navigationsutrustning till den neurologiska operationsverksamheten inom NKS,Stockholms läns landsting,2018-10-11,
Talare som tjänst,Försäkringskassan,2018-10-16,
Christer Häll,Göteborg Energi Aktiebolag,2018-10-12,
Uppgradering PET/CT,Karolinska Universitetssjukhuset,2018-10-12,
Modernisation and Modification of vessel KBV181,Kustbevakningen,2018-10-10,
"Arytmi, pacemaker, ICD, ILR och elektroder",Region Uppsala,2018-10-10,
Frivillig förhandsinsyn - Support och underhåll av IT-systemet VIVA för Vårgårda kommun,Vårgårda kommun,2018-10-09,
"RFI - Övernattningshotell - logi för patienter, anhöriga och tillfälligt anställda",Region Örebro,2018-10-08,
Innovationsupphandling - Avancerad närvarostyrd utomhusbelysning,Sustainable Innovation i Sverige AB,2018-10-04,
Förhandsmeddelande om direktupphandling av jurist för hyresförhandling,Länsstyrelsen i Stockholms Län,2018-10-09,
Frivillig förhandsinsyn - Support och underhåll av IT-systemet VIVA för Herrljunga kommun,Herrljunga kommun,2018-10-09,
Masspektrometer,Göteborgs universitet,2018-10-05,
Ramavtal för Projektgenomförande av nybyggnation samt om- och tillbyggnationer,Region Östergötland,2018-10-03,
Frivillig förhandsinsyn - Support och underhåll av IT-systemet Procapita/Lifecare för Ystads kommun,Ystads Kommun,2018-09-28,
Sekvenseringsinstrument,Region Uppsala,2018-09-26,
Tidsplaneringssystem,Danderyds Sjukhus AB,2018-09-19,
Device för rörelsekorrektion,Karolinska Institutet,2018-09-19,
Inbjudan till leverantörsvisning av hörapparater,Kronobergs läns landsting,2018-09-28,
ÅVC-transporter Åre Kommun,Åre kommun,2018-09-20,
"Meddelande om frivillig förhandsinsyn avseende upphandling av underhåll, support och vidareutveckling av IT-systemet LifeCare/Procapita för Uddevalla kommun.",Uddevalla kommun,2018-09-19,
Inbjudan produktvisning inför upphandling i VGR: Regional anestesi och centrala infarter,Västra Götalandsregionen,2018-09-18,
Kondomer,Region Uppsala,2018-09-18,
Daglig verksamhet i Göteborgs stad (18/2),"Göteborgs stad, Stadsledningskontoret",2018-09-17,Ansökan kan lämnas löpande
NDS E-360 Krossentreprenad - dynamiskt inköpssystem,"Stockholms stad, Exploateringskontoret",2018-09-14,Ansökan kan lämnas löpande
Marknadsundersökning - upphandling av löne-/HR-system och eventuell lönehantering,Lerums kommun,2018-09-12,
Enstaka platser i vård- och omsorgsboende 2018,Solna stad,2018-09-18,Ansökan kan lämnas löpande
Procurement of 10X Genomics Chromium kits,Kungliga Tekniska högskolan,2018-09-14,
Utbildningsinsatser inom grundskolan,Trollhättans kommun,2018-09-12,
Integrationsmotor till befintligt vågsystem samt serviceavtal,Halmstads Energi och Miljö AB,2018-09-11,
"Ebbepark 803, Dynamiken Hus K,L1,L2",Sankt Kors Fastighetsaktiebolag,2018-09-11,
HLR-Dockor,Västra Götalandsregionen,2018-09-04,
Båt 2021 Koster,Västtrafik AB,2018-09-04,
Frivillig förhandsinsyn - Onlinemodell av Lunds avloppssystem,VA SYD,2018-09-04,
Automatiskt inbäddningsinstrument,Region Uppsala,2018-09-05,
HPV vaccin enligt det nationella barnvaccinprogrammet 2018,SKL Kommentus Inköpscentral AB,2018-09-04,
Trafik 2021,Västtrafik AB,2018-09-04,
LOV inom Daglig Verksamhet,Laholms kommun,2018-09-04,Ansökan kan lämnas löpande
Ultraljudsystem med fusion och programvara,Danderyds Sjukhus AB,2018-09-03,
Tågresor Stockholm-Göteborg / Göteborg-Stockholm,Arbetsförmedlingen,2018-08-30,
TI 2018-2035 Presentkort Södertälje kommun,Telge Inköp AB,2018-08-29,
RFI – Leverantörsträffar inför upphandling av dynor 22-23 oktober 2018,Region Örebro,2018-08-28,
Inbjudan till hearing angående utrustning för kontinuerlig dialysbehandling (CRRT),Stockholms läns landsting,2018-08-31,
Purchase of a GeminiSEM 450 with ATUMtome,Göteborgs universitet,2018-08-30,
Upphandling kollektivtrafik och skolskjutsar,Gotlands kommun,2018-08-29,
"Omisolering betongbjälklag garage Sparrisen, Jungfrudansen",Solna stad,2018-08-28,
Förhandsannons Tjänstekoncession Restaurang OASEN,Försäkringskassan,2018-08-24,
RFI - Kardiotokograf med telemetri 2018,Blekinge Läns Landsting,2018-08-17,
Lungfunktionsutrustning,Kalmar läns landsting,2018-08-13,
Endoskopistaplar till COP Danderyds Sjukhus AB,Danderyds Sjukhus AB,2018-08-08,
"Gas Chromatograph combined with quadrupole & time-of-flight' masspektrometer, GC-Q-TOF",Sveriges Lantbruksuniversitet,2018-08-24,
DIS Inhyrning av socionomer,Gotlands kommun,2018-08-17,Ansökan kan lämnas löpande
Invitation to view generator hydropower plant Rengård,Skellefteå Kraft AB,2018-08-13,
Sonikator till fragmentering av DNA inför helexom- eller capturebaserad sekvensering,Region Uppsala,2018-08-07,
Tandvårdsmaterial förbrukning,Region Uppsala,2018-08-04,
"UPPHANDLING VA OMLÄGGNING MULTIAKTIVITETSHUSET, GÄLLIVARE KOMMUN",Gällivare Kommun,2018-07-27,
Frivillig förhandsinsyn Hjärtlungmaskin Heatercooler,Karolinska Universitetssjukhuset,2018-07-17,
Annons om tilldelning av kontrakt - Endoskopiutrustning Artroskopi,Blekinge Läns Landsting,2018-07-17,
"Förhandsannons avseende upphandling av anläggningsentreprenad, Skeppsbron etapp 1 – Allmän platsmark, utbyggnad av gator och VA, Jönköpings kommun, Jönköpings län",Södra Munksjön Utvecklings AB,2018-07-31,
System för långtidsmonitorering av neurologipatienter,Karolinska Universitetssjukhuset,2018-07-17,
Olycksfallsförsäkring och Tjänstereseförsäkring,Malmö kommun,2018-07-17,
Annons om tilldelning av kontrakt - Endoskopiutrustning Laparaskopi & Urologi,Blekinge Läns Landsting,2018-07-17,
"Annons om tilldelning av kontrakt - Förlängning av Endoskopi, Flexibel 2012",Blekinge Läns Landsting,2018-07-17,
TI 2017-1039 Tilldelningsbeslut 2,Telge Inköp AB,2018-07-12,
Dynamiskt inköpssystem - Handledarutbildning,"Region Skåne, Koncerninköp",2018-07-11,Ansökan kan lämnas löpande
Sectra Digital Pathology Solutions 2018,Blekinge Läns Landsting,2018-07-10,
Annons om tilldelning av kontrakt - Tillägg immunofärgning Reagenser & Antikroppar,Blekinge Läns Landsting,2018-07-17,
Drift av patienthotell,Danderyds Sjukhus AB,2018-07-11,
Tillhandahållande av Optune genom hyra samt kringtjänster,SKL Kommentus Inköpscentral AB,2018-07-10,
CUSA Clarity,Karolinska Universitetssjukhuset,2018-07-09,
TI 2017-1039 Tilldelningsbeslut,Telge Inköp AB,2018-07-09,
Dynamiskt inköpssystem Tekniska konsulttjänster - M5 Miljötekniska markundersökningar,Simrishamns kommun,2018-06-29,Ansökan kan lämnas löpande
Inverted Confocal microscope,Sveriges Lantbruksuniversitet,2018-06-26,
Fastighetsdrift,Region Östergötland,2018-06-25,
Arkitekt - Student- och forskarbostäder,Akademiska Hus Aktiebolag,2018-07-02,
Uppdragsutbildning specialistsjuksköterska anestesi och operation 60 hp,Västra Götalandsregionen,2018-06-27,
Confocal microscope,Sveriges Lantbruksuniversitet,2018-06-26,
Förhandsinsyn avseende Elfordonspool Halmstads Energi och Miljö AB,Halmstads Energi och Miljö AB,2018-06-25,
Immunization service by Young In Frontier,Kungliga Tekniska högskolan,2018-06-25,
Pipetteringsrobot,Karolinska Universitetssjukhuset,2018-06-21,
IMR-uppgradering av CT-utrustning 2018,Blekinge Läns Landsting,2018-06-20,
NDS T-305 Logistikpartner för sjötransporter,"Stockholms stad, Exploateringskontoret",2018-06-20,Ansökan kan lämnas löpande
OCT-utrustning integrerad,Västra Götalandsregionen,2018-06-21,
Elenergi 2017,SKL Kommentus Inköpscentral AB,2018-06-21,Ansökan kan lämnas löpande
Lås & entrésystem,HBV,2018-06-20,Ansökan kan lämnas löpande
Konsulter för revisionstjänster,Tullverket,2018-06-19,
"Mätarbytesapp för El, Fjärrvärme och Vatten",Ystad Energi AB,2018-06-19,
Tomtbergasskolan om- och tillbyggnad,Huddinge Samhällsfastigheter AB,2018-06-18,
Förhandsinsyn - Förvaltningsavtal för Livsmedelsverkets dokument- och ärendehanteringssytem Public 360°,Livsmedelsverket,2018-06-18,
Upphandling slamskrapor mellansedimentering,Nybro Elnät Aktiebolag,2018-06-15,
Förhandsannons konkurrenspräglad dialog avseende IT-lösning för studieadministration och lärplattform till Kriminalvården,Kriminalvården,2018-06-18,
Förhandsinsyn om avtalstecknande för köp av utrustning för analys av Neurofilament Light (NFL),Västra Götalandsregionen,2018-06-18,
Underhåll av dokument- och ärendehanteringssystemet Platina,Boverket,2018-06-17,
Dynamiskt inköpssystem Tekniska konsulttjänster - M4 Mark Planarbete,Simrishamns kommun,2018-06-15,Ansökan kan lämnas löpande
Valfrihetssystem hemtjänst (2019/874 8.7.1),Karlskrona kommun,2018-06-15,Ansökan kan lämnas löpande
Framtagande av svenska språkversioner av 38 engelskspråkiga standarder 2018,Boverket,2018-06-13,
MR-kompatibel utrustning 2017,Blekinge Läns Landsting,2018-06-11,
LOV - peruker,Kalmar läns landsting,2018-06-11,Ansökan kan lämnas löpande
Computational meshing procedure,Kungliga Tekniska högskolan,2018-06-13,
RFI Verksamhetssystem för storkök,Blekinge Läns Landsting,2018-06-11,
LOV- Glasögonbidrag,Kalmar läns landsting,2018-06-11,Ansökan kan lämnas löpande
Förhandsinsyn Upphandling hyresavtal lokaler för polisutbildning,Malmö Universitet,2018-06-08,
FÖRFRÅGNINGSUNDERLAG DAGLIG VERKSAMHET,Örebro kommun,2018-06-07,Ansökan kan lämnas löpande
Städentreprenad,Aktiebolaget Ystadbostäder,2018-06-05,
Annons om tilldelning av kontrakt utan föregående annonsering,Kommunalförbundet Norrvatten,2018-06-04,
System för fastighets- och befolkningsinformation,"Stockholms stad, Stadsledningskontoret",2018-06-01,
IMR-uppgradering av CT-utrustning 2018,Blekinge Läns Landsting,2018-06-05,
FÖRFRÅGNINGSUNDERLAG SERVICE (Sov 368/2018),Örebro kommun,2018-06-05,Ansökan kan lämnas löpande
"Information avseende modernisering av reningsanläggning, renovering av bassäng samt relaxavdelning i Högdalens sim- och idrottshall","Stockholms stad, Fastighetskontoret",2018-06-04,
LOV-upphandling familjerådgivning,Järfälla kommun,2018-06-01,Ansökan kan lämnas löpande
NDS E-334 Gasverksvägen - arbetsgata och finplanering,"Stockholms stad, Exploateringskontoret",2018-05-31,
Förhandsmeddelande avseende upphandling av express- och regiontrafik i Östergötland,Aktiebolaget Östgötatrafiken,2018-05-29,
Ledarskapsprogram Kävlinge kommun,Kävlinge kommun,2018-05-28,
Grupputveckling,Kävlinge kommun,2018-05-28,
2018 Perimetrar till ögonmottagning Region Norrbotten,Region Norrbotten,2018-05-30,
Holmiumlaser,Danderyds Sjukhus AB,2018-05-28,
Ledarskap 18/9,Kävlinge kommun,2018-05-28,
Medarbetarskap - Ledarskap (föreläsningar med aktivt deltagande),Kävlinge kommun,2018-05-28,
Förhandsinsyn - direktupphandling av YH-utbildning för Medicinska sekreterare,Gävleborgs läns landsting,2018-05-28,
Optical- and Precision Equipment - Isotopic and Nitrous Oxide Gas Concentration Analyser,Sveriges Lantbruksuniversitet,2018-05-28,
Brandstation Kvänum,Lidköpings kommun,2018-05-24,
Masspektrometer,Göteborgs universitet,2018-05-21,
RFI - Accessible media reading equipment/reading software,Myndigheten för Tillgängliga Medier,2018-05-28,
"Kodammarnas avloppspumpstation, etapp 2","Kretslopp och vatten, Göteborgs stad",2018-05-25,
Tilldelning av kontrakt utan föregående annonsering,Universitets- och högskolerådet,2018-05-23,
Högupplöst masspektrometer,Region Uppsala,2018-05-18,
"TI 2017-1297B Tankställen i kransorterna Valla, Björkvik och Julita i Katrineholms kommun",Telge Inköp AB,2018-05-18,
Förhandsinsyn upphhandling av produkter Isokod 044815,Stockholms läns sjukvårdsområde,2018-05-16,
Upgrade of a base I-V Test Station with a solar simulator and a steady-state spectrometer,Kungliga Tekniska högskolan,2018-05-15,
Medlemskap i Eures-nätverket (Af-2018/00206646),Arbetsförmedlingen,2018-05-14,Ansökan kan lämnas löpande
TI 2017-1297A Tankställe HVO100 i Katrineholms Kommun,Telge Inköp AB,2018-05-18,
Dynamiskt inköpssystem Tekniska konsulttjänster - M6 Mark och exploateringsingenjör,Simrishamns kommun,2018-05-16,Ansökan kan lämnas löpande
Laboratorietjänster för livsmedel och miljö,Göteborgs Stad Inköp och upphandling,2018-05-15,Ansökan kan lämnas löpande
Upphandling Ombyggnad station Östraby.,Kraftringen Nät AB,2018-05-09,
Dynamiskt inköpssystem solcellsentreprenörer (DIS),Kalmar läns landsting,2018-05-08,Ansökan kan lämnas löpande
CBCT Panoramaröntgen för Patientområde Kranio Faciala sjukdomar,Stockholms läns landsting,2018-05-07,
Upphandling av kompletterande VCS och reserv-VCS för RTC Stockholm,Luftfartsverket,2018-05-03,
"Tolvåkers förskola, Löddeköpinge 94:193, Kävlinge kommun",KKB Fastigheter AB,2018-05-02,
Artdatabanken,SKOGSSTYRELSEN,2018-05-07,
Tågtrafik i Värmland,Värmlandstrafik Aktiebolag,2018-05-03,
Ledsagarservice och avlösarservice i hemmet enligt LSS,Solna stad,2018-05-02,Ansökan kan lämnas löpande
2018 Utökning av journalsystem VAS för mobil ankomstregistrering inkl betalning,Region Norrbotten,2018-05-02,
Kajreparation Göta Kanal Forsvik,AB Göta Kanalbolag,2018-04-30,
"Sjökarbyskolan, flytt av busshållsplats och anläggande av avlämningsficka",Österåkers kommun,2018-04-27,
Läkemedel Natriumklorid och Sterilt vatten,Blekinge Läns Landsting,2018-04-25,
II DIS Maskiner lokalvård,Samhällsbyggnadsförbundet Bergslagen,2018-04-25,Ansökan kan lämnas löpande
Ögonoperationsmaterial och implantat omtag,Region Uppsala,2018-04-27,
"Resterilisering av invasiva hjärtkatetrar för diagnostik, ablation och ultraljud","Region Skåne, Koncerninköp",2018-04-27,
"Paviljonger, Eskilstuna Dynamiskt inköpssystem",Eskilstuna Kommunfastigheter Aktiebolag,2018-04-25,Ansökan kan lämnas löpande
Snöröjning,PostNord Sverige AB,2018-04-25,Ansökan kan lämnas löpande
Regional anestesi och centrala infarter,Region Uppsala,2018-04-24,
LOV Familjerådgivning,Sundbybergs kommun,2018-04-23,Ansökan kan lämnas löpande
Snedbilder (Flygfotografering),Täby kommun,2018-04-19,
Dynamiskt inköpssystem för Grävmaskinstjänster,LÄNSSTYRELSEN I NORRBOTTENS LÄN,2018-04-19,Ansökan kan lämnas löpande
"Byte av lågspänningsställverk på Skebäcksverket, Örebro",Örebro kommun,2018-04-23,
Ramavtal tekniska konsulter projekt,Fortifikationsverket,2018-04-20,
Förhandsinsyn om avtalstecknande för köp av utrustning för fragmentanalys.,Västra Götalandsregionen,2018-04-19,
Vänertåg,Västtrafik AB,2018-04-18,
Patientpositioneringssystem,Region Västernorrland,2018-04-12,
Information om upphandling av Skolskuts och samhällsbetalda resor,Tranemo kommun,2018-04-10,
Lov Familjerådgivning Haninge,Haninge kommun,2018-04-10,Ansökan kan lämnas löpande
Högupplöst masspektrometer,Karolinska Universitetssjukhuset,2018-04-06,
Boende med särskild service enligt lag om stöd och service till vissa funktionshindrade (LSS) - LOV,Ronneby kommun,2018-04-12,Ansökan kan lämnas löpande
Blodbestrålningsutrustning,Region Uppsala,2018-04-10,
Servicefordon,HBV,2018-04-09,Ansökan kan lämnas löpande
"Industrigrind, Infratech Enskede",BTH Bygg Aktiebolag,2018-04-05,
Masspektrometer GC-MS/MS,Karolinska Universitetssjukhuset,2018-04-04,
"Upphandling Friidrottshall, Gällivare kommun",Gällivare Kommun,2018-03-29,
"Upphandling Vård & omsorgsboendeboende Repisvaara, Gällivare kommun",Gällivare Kommun,2018-03-29,
Köp av läkemedel till randomiserad dubbelblindad studie,Göteborgs universitet,2018-03-28,
Upphandling Markentreprenad Ny Förskola Mellanområdet,Gällivare Kommun,2018-03-29,
"Upphandling F-6 skola Repisvaara NV, Gällivare kommun",Gällivare Kommun,2018-03-29,
"Upphandling Multiaktivitetshus, Gällivare kommun",Gällivare Kommun,2018-03-29,
Dynamiskt inköpssystem Planarkitekt,Hörby kommun,2018-03-28,Ansökan kan lämnas löpande
"Upphandling Is- och evenemangsarena, Gällivare kommun",Gällivare Kommun,2018-03-27,
Förbrukningsmaterial för rehabilitering av laryngektomerade patienter,Region Uppsala,2018-03-27,
"Förhandlat förfarande utan föregående annonsering - förlängning av avtalstiden, Avtal Phaco maskiner 2013",Blekinge Läns Landsting,2018-03-23,
Kundval enligt LOV inom hemtjänsten Danderyds kommun,Danderyds kommun,2018-03-23,Ansökan kan lämnas löpande
"Upphandling DE6 Mark- och husentreprenad kunskapshuset, Gällivare kommun",Gällivare Kommun,2018-03-27,
"Primärvårdsprogram, LOV",Region Västmanland,2018-03-26,Ansökan kan lämnas löpande
Meddelande om frivillig förhandsinsyn,Stenungsunds kommun,2018-03-23,
Extension of optical tables and their one-body connection,Kungliga Tekniska högskolan,2018-03-22,
Maskin för att preservera njurar inför transplantation,Göteborgs universitet,2018-03-21,
Förhandsinsyn gällande konsultstöd inom strålsäkerhet för etablering av NKS samt avveckling av GKS,Karolinska Universitetssjukhuset,2018-03-16,
LOV - Korttidsvistelse utanför det egna hemmet enligt 9 § 6 LSS,Täby kommun,2018-03-14,Ansökan kan lämnas löpande
LOV - Hemtjänst enligt 3 kap. 6 § SoL,Täby kommun,2018-03-14,Ansökan kan lämnas löpande
LOV - daglig verksamhet Haninge kommun,Haninge kommun,2018-03-19,Ansökan kan lämnas löpande
Optisk spektrumanalysator,Kungliga Tekniska högskolan,2018-03-16,
LOV - Korttidstillsyn för skolungdom över 12 år enligt 9 § 7 LSS,Täby kommun,2018-03-14,Ansökan kan lämnas löpande
LOV - Familjerådgivning,Täby kommun,2018-03-14,Ansökan kan lämnas löpande
LOV - Daglig verksamhet enligt 9 § 10 LSS,Täby kommun,2018-03-14,Ansökan kan lämnas löpande
LOV - Boendestöd enligt 4 kap 1 § SoL,Täby kommun,2018-03-14,Ansökan kan lämnas löpande
G-båge Norrtälje sjukhus,"Norrtäljes Gemensamma Hälso, sjukvård- och omsorgsbolag TioHundra AB",2018-03-13,
Licence for the QMCF Technology,Kungliga Tekniska högskolan,2018-03-12,
LOV - Bostad med särskild service för barn och ungdomar enligt 9 § 8 LSS,Täby kommun,2018-03-14,Ansökan kan lämnas löpande
LOV - Särskilt boende enligt 5 kap. 5 § SoL,Täby kommun,2018-03-14,Ansökan kan lämnas löpande
Large scale protein production,Kungliga Tekniska högskolan,2018-03-12,
Valfrihet (LOV) inom vård- och omsorgsboende Ronneby kommun,Ronneby kommun,2018-03-08,Ansökan kan lämnas löpande
Particlemass analyzer,Göteborgs universitet,2018-03-07,
Underhåll och support av kundinformationssystem,Eskilstuna Strängnäs Energi och Miljö Aktiebolag,2018-03-06,
Validering Lastbil (Af-2016/0068141),Arbetsförmedlingen,2018-03-02,Ansökan kan lämnas löpande
Förlängning av entreprenadavtal om sotning,Storstockholms brandförsvar,2018-02-28,
Medicinsk fotvård- LOV (DU-UPP15-0194-2),Region Västmanland,2018-03-07,Ansökan kan lämnas löpande
Ombyggnad Karolinska 95:5,Akademiska Hus Aktiebolag,2018-03-02,
Ex ante notice - Support services for Orbitrap Fusion MS,Karolinska Institutet,2018-03-01,
RFI – Leverantörsträffar inför upphandling av akutvagnar,Region Örebro,2018-02-26,
Torleif Stenberg,"Region Skåne, Koncerninköp",2018-02-26,
Hemtjänst LOV,Lerums kommun,2018-02-23,Ansökan kan lämnas löpande
"Support, underhåll och vidareutveckling av Gismo",Telge Inköp AB,2018-02-21,
"Electrum 1 Kista, studentbostäder Stockholm",Akademiska Hus Aktiebolag,2018-02-20,
"Arbetsförmedlingens kundval - Stöd och matchning, uppdaterad 2018-06-04 (Af-2016/0002 3112)",Arbetsförmedlingen,2018-02-26,Ansökan kan lämnas löpande
"Om- och tillbyggnad Brotorpskolan, Nybyggnad 7-9-skola, Ombyggnad Ishall",FASTIGHETER I LINDE AB,2018-02-22,
Avstegs anmälan BGS Groundhog GSIS,SVERIGES GEOLOGISKA UNDERSÖKNING,2018-02-21,
"Valfrihetssystem för hemvård, LOV",Lunds kommun,2018-02-19,Ansökan kan lämnas löpande
Kirurgiska Mikroinstrument neurooperation,Karolinska Universitetssjukhuset,2018-02-16,
Meddelande om frivillig förhandsinsyn - Tyst och Effektiv vårdmiljö,Region Norrbotten,2018-02-15,
"Förhandsannons Caféverksamhet Vitlycke museum, Tanumshede",Västra Götalandsregionen,2018-02-12,
Upphandling av en High load traction machine (HLTM),Kungliga Tekniska högskolan,2018-02-12,
410a Gasklocka,Borås Energi och Miljö AB,2018-02-15,
Service och installation av inbrott- och passagesystem,Mariestads Kommun,2018-02-13,
Tillbyggnad personal mm Laxå Vatten,AB Laxåhem,2018-02-12,
Livsmedel,Mariestads Kommun,2018-02-12,
Vagn för flytt av stallningsutrustning,Karolinska Institutet,2018-02-09,
Frivillig förhandsinsyn,Myndigheten för Samhällsskydd och Beredskap (Msb),2018-02-05,
Systemstöd för hantering av leasingkontrakt enligt IFRS16,PostNord Group AB,2018-01-31,
"Förhandsannons, Postterminalen gatuombyggnad och ledningsflytt",Örebro kommun,2018-01-30,
Laser spectrometer for water isotope analysis,Göteborgs universitet,2018-02-05,
"Handledningstjänster för Botkyrka kommun, dnr 2017:361",Botkyrka kommun,2018-02-05,Ansökan kan lämnas löpande
Upphandling av familjerådgivning i Varbergs kommun enligt lagen om valfrihetssystem (SN2017/0284),Varbergs kommun,2018-01-31,Ansökan kan lämnas löpande
Utförare av serviceinsatser (Dnr 2018-601 och KS2014/530),Arvika kommun,2018-01-30,Ansökan kan lämnas löpande
Nybyggnation Barkskeppet 1 Lidköping,Lidköpings kommun,2018-01-29,
Miljöfordon,Halmstads kommun,2018-01-25,Ansökan kan lämnas löpande
Ångcentralen,Akademiska Hus Aktiebolag,2018-01-24,
KARS SIS Tomtebodaskolan del 2,Akademiska Hus Aktiebolag,2018-01-23,
Kartläggning av skötselbehov i Skogsstyrelsens områden med biotopskydd och naturvårdsavtal,SKOGSSTYRELSEN,2018-01-26,
Ombyggnad Fysiologibyggnaden,Akademiska Hus Aktiebolag,2018-01-24,
Innovationernas Hus,Akademiska Hus Aktiebolag,2018-01-23,
KARS SIS Tomtebodaskolan del 1,Akademiska Hus Aktiebolag,2018-01-23,
KARS Sporthall/ gym,Akademiska Hus Aktiebolag,2018-01-23,
Arkitektkonsulttjänster,Ystads Kommun,2018-01-23,
"Maskinteknik LTH,, programhandling",Akademiska Hus Aktiebolag,2018-01-22,
Energisystem Alnarpsströmmen,Akademiska Hus Aktiebolag,2018-01-22,
LOV - Kundval inom Daglig verksamhet enligt LSS,Kävlinge kommun,2018-01-23,Ansökan kan lämnas löpande
Dynamiskt inköpssystem - Konsulttjänst för lärarinsatser i ämnet medieproduktion,Linnéuniversitetet,2018-01-23,Ansökan kan lämnas löpande
Odontologen Omb-Tillb,Akademiska Hus Aktiebolag,2018-01-22,
Forum medicum,Akademiska Hus Aktiebolag,2018-01-22,
Ombyggnad av Röda skolan i Svedala,Svedala Exploaterings Aktiebolag SVEDAB,2018-01-22,
"Förhandsannonsering av transportupphandlingar, KSRR",Kalmarsundsregionens Renhållare,2018-01-19,
SIU inför KLT trafikupphandling serviceresor och närtrafik 2020,Kalmar läns landsting,2018-01-18,
Provtagningstjänst Klamydia,Region Norrbotten,2018-01-15,
Dynamiskt Inköps System - Konstkonsult,Kalmar läns landsting,2018-01-22,"2028-01-10
Om 3033 dagar"
Operationsrobot,Karolinska Universitetssjukhuset,2018-01-19,
Dynamiskt inköpssystem för naturvårdsbränning och efterbevakning,LÄNSSTYRELSEN I NORRBOTTENS LÄN,2018-01-16,Ansökan kan lämnas löpande
"Cyklotron, hotceller och tillhörande kemisystem",Region Uppsala,2018-01-15,
Förhandsinsyn avseende inköp av digitalt spel,Laholms kommun,2018-01-15,
"Förhandsmeddelande, Lägenhetshotell Baltzar",Törebodabostäder AB,2018-01-11,
Hemtjänst enligt LOV,Ljungby kommun,2018-01-10,Ansökan kan lämnas löpande
Kryokatetrar tillhörande CryoCath,Karolinska Universitetssjukhuset,2018-01-09,
konfokalmikroskop,Karolinska Universitetssjukhuset,2018-01-12,
"Fritt val daglig verksamhet, intellektuellt funktionshinder",Jönköpings kommun,2018-01-11,Ansökan kan lämnas löpande
Albano hus 3 Stomkomplettering,Akademiska Hus Aktiebolag,2018-01-10,
Endoskopisk operationsrobot,Västra Götalandsregionen,2018-01-05,
Förhandsannons,E-hälsomyndigheten,2018-01-04,
Evakueringsbodar - Henriksdal,Stockholm Vatten AB,2018-01-04,
Drift och underhåll av offentlig belysning,Eslövs kommun,2018-01-02,
Kirurgiska Microinstrument neurooperation,Karolinska Universitetssjukhuset,2017-12-29,
Habo kommun - Hemtjänst (17/57),Habo kommun,2018-01-04,Ansökan kan lämnas löpande
Kontrollansvarig via dynamiskt inköpssystem,"Stockholms stad, Exploateringskontoret",2018-01-04,Ansökan kan lämnas löpande
"Tekniska nämndhuset, Utförandeentreprenad","Stockholms stad, Fastighetskontoret",2018-01-02,
Trygghetslarm till särskilda boenden och ordinära boende,Mariestads Kommun,2017-12-28,
Konsultstöd med kompetens att hantera friklassningsprojekt inom svensk sjukvård,Karolinska Universitetssjukhuset,2017-12-22,
Förbrukningsmaterial Blodgasanalysatorer,Blekinge Läns Landsting,2017-12-22,
Samverkansentreprenad Nybyggnation Flerbostadshus,Aktiebolaget Ystadbostäder,2017-12-22,
Hemtjänst och hemsjukvård enligt LOV,Östersunds kommun,2017-12-20,Ansökan kan lämnas löpande
Nybyggnation av Kärlekens skola,Halmstads kommun,2017-12-22,
Omläggning av golv samt installation av ny golvventilation i Ås skola,Krokoms kommun,2017-12-22,
Kundval inom Särskilt boende enligt Socialtjänstlagen (17/8),Kävlinge kommun,2017-12-20,Ansökan kan lämnas löpande
Fotoakustisk avbildning Jonassons centrum,Kungliga Tekniska högskolan,2017-12-20,
Förlängning av dialysavtalet Baxter,Danderyds Sjukhus AB,2017-12-19,
Hemtjänst enligt lagen om valfrihet (SN2017/0258),Varbergs kommun,2017-12-18,Ansökan kan lämnas löpande
Förhandsinsyn - Bildanalysprogram för ultraljudsbilder,Göteborgs universitet,2017-12-18,
"Support, underhåll och vidareutveckling av verksamhetssystem C7",Telge Inköp AB,2017-12-11,
UPPH2017-0419 Embryoskop,Region Uppsala,2017-12-19,
